business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score
Nutrition Solutions,Tampa,FL,31,3.06,45.16,-0.0645,-0.0323,-0.2581,-0.1613,-0.0645,0.0645
O'Gara Gilbert Orthodontics,Reno,NV,24,4.58,87.5,0.4583,0.7917,0.0833,0.2083,0.125,0.4167
OB Gyn Associates,Reno,NV,104,2.62,37.5,-0.2212,-0.2019,-0.1923,-0.2692,-0.1923,-0.25
OPES Health Channelside,Tampa,FL,42,3.48,61.9,0.0476,0.0714,-0.0714,-0.0714,-0.0238,0.0714
OPT-ISM,Tampa,FL,43,4.35,83.72,0.1163,0.4651,0.3023,0.0233,0.1163,0.2558
Oasis,Indianapolis,IN,27,2.81,44.44,0.037,-0.1852,-0.1481,-0.2963,-0.2222,-0.1852
Oasis Massage Spa,Oro Valley,AZ,23,3.65,65.22,0.087,0.087,0.087,0.0435,-0.2174,0.1739
Ocean Oral and Maxillofacial Surgery,Santa Barbara,CA,31,4.23,80.65,0.2581,0.6452,-0.0645,0.0,0.2903,0.2903
Ochsner Baptist - A Campus of Ochsner Medical Center,New Orleans,LA,44,3.64,68.18,0.2273,0.4318,-0.0227,-0.0682,0.0455,0.0909
Ochsner Fitness Center - Downtown,New Orleans,LA,25,4.4,84.0,0.0,0.6,0.04,0.12,0.0,0.72
Ochsner Hospital for Children,Jefferson,LA,50,2.54,30.0,-0.18,-0.06,-0.26,-0.08,-0.08,-0.1
Ochsner Medical Center,Jefferson,LA,50,2.54,36.0,-0.16,-0.14,-0.04,-0.2,-0.22,-0.08
Ochsner Urgent Care - French Quarter,New Orleans,LA,61,4.69,91.8,0.6393,0.7541,0.0492,0.2459,0.2295,0.4262
Ochsner Urgent Care - Metairie,Metairie,LA,25,2.84,48.0,0.08,0.08,-0.16,0.04,0.0,-0.04
Ochsner Urgent Care - Uptown,New Orleans,LA,59,2.73,40.68,-0.1525,-0.0508,-0.1186,-0.3051,-0.2712,-0.1695
Ochsner Urgent Care - Warehouse District,New Orleans,LA,165,4.53,88.48,0.5515,0.6727,0.0667,0.2242,0.097,0.2424
Omni Vision Opticians,Philadelphia,PA,28,2.93,46.43,0.0,0.1786,-0.0357,0.0357,-0.1429,0.0357
On The Go Chiro,Tucson,AZ,25,4.2,76.0,0.16,0.32,0.04,0.08,0.0,0.08
Ona Skincare,Nashville,TN,31,4.81,96.77,0.5484,0.3871,0.129,0.129,0.3548,0.1613
Open City Healing Arts,Philadelphia,PA,21,4.76,90.48,0.4286,0.2381,0.0952,0.0952,0.2381,0.1429
Optical Image by Dr Weisman,Tucson,AZ,22,2.59,31.82,-0.0455,-0.1364,-0.2273,-0.2273,-0.2273,-0.0455
Optical Outlets,Brandon,FL,28,1.79,21.43,-0.3214,-0.1429,-0.3929,-0.5,-0.2857,-0.2857
Optical Outlets,Clearwater,FL,21,2.05,28.57,-0.1429,-0.0952,-0.3333,-0.4762,-0.3333,-0.2857
Optical Outlets,Tampa,FL,81,1.77,16.05,-0.2963,-0.3333,-0.3951,-0.3086,-0.2716,-0.2593
Optilife Chiropractic,Tampa,FL,31,4.81,93.55,0.8065,0.6129,0.129,0.2581,0.2258,0.3871
Optique,Nashville,TN,27,3.52,62.96,0.2963,0.2593,0.1481,0.1111,0.1852,0.0741
Optometry Care Santa Barbara,Santa Barbara,CA,40,3.9,72.5,0.4,0.275,0.025,0.1,0.225,0.125
Oracle Modern Dentistry and Orthodontics,Tucson,AZ,48,3.94,72.92,0.2917,0.4167,0.125,0.1042,0.125,0.3542
Oral Surgery Consultants of Pennsylvania,Philadelphia,PA,22,2.45,36.36,-0.2273,-0.0909,-0.2273,-0.3182,-0.3182,-0.2727
Orangetheory Fitness South Tampa,Tampa,FL,74,3.32,55.41,0.0,0.0135,-0.1486,-0.0541,-0.0135,-0.0135
Organic Origins Spa,Boise,ID,25,5.0,100.0,0.2,0.76,0.08,0.16,0.16,0.24
Oriental Massage & Reflexology,Reno,NV,79,4.34,82.28,0.0,0.2025,0.1519,0.0886,0.038,0.3165
Original Thought,New Orleans,LA,25,4.92,100.0,0.04,0.24,0.08,0.32,0.12,0.16
Oro Valley Eyecare,Oro Valley,AZ,26,3.38,57.69,0.1154,0.1923,-0.0769,-0.0385,0.0769,0.0
Oro Valley Hospital,Oro Valley,AZ,69,2.57,36.23,-0.2609,-0.1014,-0.2029,-0.2754,-0.2029,-0.0435
Ortho Mattress,Santa Barbara,CA,23,4.17,82.61,0.0435,0.3913,0.0435,0.0,0.2174,0.0
OrthoIndy Northwest,Indianapolis,IN,34,2.79,41.18,-0.0882,0.1176,-0.3529,-0.1176,-0.1176,0.0294
Orthodontic Partners,Reno,NV,21,4.29,80.95,0.3333,0.619,0.0952,0.1905,0.2857,0.381
Orthopaedic Associates of West Florida,Clearwater,FL,31,1.9,19.35,-0.5484,-0.2581,-0.1935,-0.4194,-0.2581,-0.3871
Orthopaedic Medical Group of Tampa Bay,Tampa,FL,23,2.7,43.48,-0.1304,0.0,-0.1304,-0.0435,-0.1739,-0.087
Ossip Optometry - MyEyeDr,Indianapolis,IN,51,2.84,41.18,-0.0392,-0.0784,-0.1961,-0.098,-0.2353,-0.0196
Our Lady of Lourdes Medical Center,Camden,NJ,31,2.52,35.48,-0.0645,-0.1935,-0.1613,-0.0645,-0.2581,-0.0645
Out of the Closet - St. Petersburg,St. Petersburg,FL,23,4.26,82.61,-0.0435,0.1739,0.2609,0.0,-0.087,0.2609
Outsiders Hair Studio & Salon,Reno,NV,59,4.69,91.53,0.0847,0.2203,0.0678,0.0678,0.1864,0.1356
PHDermatology,Palm Harbor,FL,28,4.07,75.0,0.3571,0.3929,0.0714,0.0357,0.1071,0.1429
Pacific Pain Physicians,Santa Barbara,CA,26,2.69,42.31,-0.1538,-0.1538,-0.1538,-0.0385,0.0,-0.1538
Pain Away of Philly,Philadelphia,PA,64,4.47,85.94,0.0938,0.1875,0.1094,0.1719,0.0312,0.1719
Pain Institute of Southern Arizona,Tucson,AZ,44,2.73,40.91,-0.1364,-0.0909,-0.1364,-0.2045,-0.2273,-0.0682
Paleo on the Go,Largo,FL,31,4.0,70.97,0.129,0.0323,0.0968,-0.0323,-0.0968,0.0968
Palm Harbor Mri,Palm Harbor,FL,27,3.3,55.56,0.1111,0.1852,0.0,0.1481,-0.0741,0.1111
Palm Tree Dentistry - Palm Harbor,Palm Harbor,FL,20,2.4,35.0,-0.3,-0.1,-0.15,-0.2,-0.3,-0.15
Palms of Pasadena Hospital,St. Petersburg,FL,49,2.51,34.69,-0.1224,-0.1429,-0.2041,-0.102,-0.0816,-0.1429
Paoli Hospital,Paoli,PA,54,3.04,46.3,0.0,0.1481,-0.1111,-0.0926,-0.0926,0.037
Paradise Foot Spa - Saint Petersburg,Saint Petersburg,FL,46,4.57,89.13,0.0652,0.2826,0.2826,0.087,0.0217,0.413
Paradise Spa,Treasure Island,FL,75,4.95,100.0,0.1867,0.4,0.1467,0.1067,0.1333,0.2133
Parish Dermatology,Philadelphia,PA,53,2.58,37.74,-0.3019,-0.1698,-0.2075,-0.0943,-0.2453,-0.2453
Pasinee Thai Massage,Boise,ID,20,4.9,100.0,0.05,0.15,0.05,0.05,0.1,0.1
Pathway Dental Group - Santa Barbara,Santa Barbara,CA,65,3.08,50.77,0.0308,0.2615,-0.3846,-0.1385,-0.0923,-0.1231
Patient Care Now Urgent Care Center,Fairless Hills,PA,25,3.24,52.0,0.12,0.08,0.04,0.0,0.0,0.12
Patient First - Abington,Abington,PA,28,3.04,46.43,0.0357,0.25,-0.1786,-0.0714,-0.0714,0.0714
Patient First - Collegeville,Collegeville,PA,39,2.41,28.21,-0.2564,-0.1282,-0.1026,-0.3077,-0.1795,-0.1538
Patient First - East Norriton,East Norriton,PA,41,2.32,31.71,-0.2927,-0.2683,-0.1951,-0.2439,-0.2927,-0.0976
Patient First - Montgomeryville,Montgomeryville,PA,73,3.12,50.68,0.0,0.0274,-0.0822,0.0274,-0.1781,0.0685
Patient First - Springfield,Springfield,PA,59,2.44,33.9,-0.1356,-0.0508,-0.1356,-0.1356,-0.2712,-0.1017
Patient First - Voorhees,Voorhees,NJ,24,2.08,25.0,-0.5833,-0.0833,-0.2083,-0.375,-0.1667,-0.1667
Patient First - Woodbury,Woodbury,NJ,24,2.42,33.33,-0.3333,-0.125,-0.1667,-0.1667,-0.375,0.0
Patient First Primary and Urgent Care - Feasterville,Feasterville-Trevose,PA,41,3.17,56.1,0.0244,0.1707,0.0,-0.1463,-0.122,0.2439
Paul Rubin's Chiropractic and Wellness Center,Philadelphia,PA,28,4.46,89.29,0.3571,0.5,0.0357,0.1429,0.1786,0.25
Peace Valley Lavender Farm,Doylestown,PA,22,4.0,81.82,0.0455,0.2273,0.1364,0.0909,-0.0909,0.0455
Peaceful Spirit Massage and Wellness Centers,Tucson,AZ,42,4.57,88.1,0.119,0.381,0.0714,0.0476,0.1429,0.1429
Peaceful Warriors Wellness Center,St Petersburg,FL,39,4.95,97.44,0.1538,0.4615,0.0769,0.1795,0.1795,0.1282
Peach Skin & Laser,Tucson,AZ,47,4.15,76.6,0.3191,0.4468,0.1064,0.0213,0.1489,0.1489
Peak Performance Chiropractic,Reno,NV,46,4.89,97.83,0.3261,0.3478,0.087,0.1739,0.2609,0.1957
Pearle Vision,Brandon,FL,21,4.57,90.48,0.5714,0.619,0.2857,0.2857,0.2381,0.0952
Pearle Vision,Philadelphia,PA,54,2.65,38.89,-0.2037,-0.2222,-0.0741,-0.2037,-0.2593,-0.1111
Pediatric Associates,Reno,NV,99,4.08,75.76,0.2525,0.2424,-0.101,0.1111,0.1919,0.2121
Pediatric Associates Tampa Bay - Riverview,Riverview,FL,31,2.55,38.71,-0.2903,0.0645,-0.0323,-0.2903,-0.2258,-0.0323
Pediatric Care Group,Jenkintown,PA,25,3.56,60.0,0.28,0.12,0.0,0.08,0.04,0.08
Pediatric Dental Care,Franklin,TN,25,4.04,76.0,0.12,0.24,-0.16,0.08,-0.08,0.04
Pediatric Dentistry Of Sunset Hills,Saint Louis,MO,21,4.24,80.95,0.2857,0.619,0.0952,0.2381,0.0952,0.381
Pediatric Health Care Alliance,Tampa,FL,28,3.21,57.14,0.25,0.0357,-0.0714,0.0357,-0.1429,0.0714
Pelican State Outpatient Center,Harahan,LA,20,2.8,35.0,-0.1,-0.2,-0.05,-0.05,-0.15,-0.15
Penn Dental Faculty Practice,Philadelphia,PA,32,3.75,68.75,0.0312,0.25,-0.1562,0.0938,-0.0625,0.25
Penn Family Care,Philadelphia,PA,39,1.87,17.95,-0.5385,-0.4615,-0.2051,-0.3077,-0.3333,-0.3846
Penn Fertility Care,Philadelphia,PA,31,2.55,35.48,-0.2258,-0.1935,-0.2581,-0.1613,-0.2903,0.0645
Penn Health for Women,Philadelphia,PA,38,2.84,39.47,-0.0526,0.0789,0.0,-0.0263,-0.1316,0.0526
Penn Herb Company,Philadelphia,PA,40,4.2,82.5,0.05,0.375,0.375,0.05,0.125,0.15
Penn Hospital Medicine,Philadelphia,PA,55,2.44,32.73,-0.0364,-0.1455,-0.0545,-0.2545,-0.1455,-0.1455
Penn Medicine Bucks County,Yardley,PA,23,2.3,30.43,-0.2174,-0.1304,-0.087,-0.087,-0.2174,-0.087
Penn Medicine Radnor,Radnor,PA,43,2.72,34.88,-0.2326,-0.093,-0.2093,-0.1395,-0.1163,-0.0233
Penn Ob/Gyn,Philadelphia,PA,46,2.59,36.96,-0.1522,-0.087,-0.1304,0.0,-0.2391,-0.087
Penn Orthopaedics Chester County Hospital,West Chester,PA,33,2.48,36.36,-0.0909,0.0,-0.1515,-0.1818,-0.2121,-0.0606
Pennsylvania Center for Dental Excellence,Philadelphia,PA,30,2.67,40.0,0.0333,0.0,-0.2667,-0.0333,-0.0667,0.0
Pennsylvania Centre For Dermatology,Philadelphia,PA,52,3.1,48.08,-0.0385,0.0962,-0.2115,-0.0962,-0.0962,-0.1346
Pennsylvania Dental Group,Philadelphia,PA,57,3.81,68.42,0.1404,0.3158,0.0526,0.2105,0.1228,0.2105
Pennsylvania Hospital,Philadelphia,PA,77,3.04,50.65,0.013,0.0779,-0.0649,-0.1169,-0.0779,-0.013
Pennsylvania Optometrics,Philadelphia,PA,63,4.38,85.71,0.3968,0.6032,0.0952,0.1429,0.1905,0.2063
Peppard Jeff DDS,Santa Barbara,CA,25,2.8,44.0,0.08,0.08,0.08,-0.12,-0.08,-0.12
Perfect Teeth - ABC,Tucson,AZ,23,3.65,69.57,0.2609,0.4783,0.1304,0.1304,0.2174,0.087
Perfect Teeth - North Wilmot,Tucson,AZ,32,4.28,78.12,0.3438,0.6562,0.0938,0.1562,0.0625,0.375
Perfection Plastic Surgery & Skin Care,Tucson,AZ,28,4.75,92.86,0.5,0.6429,0.0,0.0714,0.2143,0.1429
Perfectly Bare Laser,Tampa,FL,74,4.53,87.84,0.2297,0.2297,0.1757,0.1081,0.1757,0.1216
Petchalonis Dental & Associates,Philadelphia,PA,24,3.79,70.83,0.125,0.4167,0.0417,0.0833,0.0833,0.25
Pewter,Reno,NV,83,4.82,93.98,0.2048,0.1928,0.1084,0.0843,0.1084,0.1928
Phila Massages,Philadelphia,PA,91,4.73,91.21,0.0989,0.3187,0.1209,0.1538,0.1868,0.1758
Philadelphia Community Acupuncture,Philadelphia,PA,27,4.85,96.3,0.4815,0.3704,0.3704,0.3704,0.2222,0.2593
Philadelphia Dental Associates,Philadelphia,PA,37,3.95,72.97,0.1351,0.4865,0.2162,0.1081,0.1351,0.2973
Philadelphia Dentistry,Philadelphia,PA,251,4.07,76.1,0.2191,0.506,0.0359,0.1514,0.1116,0.3745
Philadelphia Eye Associates,Philadelphia,PA,22,3.36,59.09,0.0,0.0455,-0.1364,-0.0909,0.0455,0.0455
Philadelphia Eyeglass Labs,Philadelphia,PA,61,3.79,70.49,0.2787,0.459,0.2951,0.0492,0.0492,0.082
Philadelphia Hand to Shoulder Center,Philadelphia,PA,32,2.84,46.88,-0.125,-0.0625,-0.1562,-0.0625,-0.1875,-0.125
Philadelphia Massage Studio,Philadelphia,PA,40,4.12,77.5,0.225,0.15,0.6,0.075,0.125,0.15
"Phillip Dahan, MD, FACS",Reno,NV,40,4.25,80.0,0.15,0.475,0.0,0.175,0.125,0.225
Philly Phitness,Philadelphia,PA,45,4.91,97.78,0.0667,0.3778,0.0889,0.1778,0.2444,0.4222
PhillySmiles,Philadelphia,PA,56,4.12,75.0,0.3214,0.3929,0.0893,0.0893,0.1429,0.3214
Phloat,Philadelphia,PA,21,4.1,76.19,-0.0476,0.0952,0.0476,0.0476,-0.0952,0.3333
Phoenix Massage Therapy,Franklin,TN,31,4.61,90.32,0.1613,0.1935,0.0968,0.0968,0.0968,0.129
Phoenixville Eye Care Specialists,Phoenixville,PA,23,3.17,52.17,0.087,0.087,-0.087,-0.1304,-0.087,-0.087
Phoenixville Hospital,Phoenixville,PA,43,1.98,23.26,-0.4186,-0.3256,-0.3256,-0.3023,-0.2791,-0.186
Physicians Urgent Care,Brentwood,TN,35,4.0,71.43,0.4286,0.4,0.0,0.2,0.0286,0.3429
Physicians Urgent Care,Franklin,TN,62,4.31,82.26,0.5645,0.5968,0.0161,0.3226,0.0484,0.2258
Pia Esthetics Day Spa,Tampa,FL,172,4.7,92.44,0.1163,0.4419,0.0581,0.1163,0.1163,0.1919
Pima Dermatology,Tucson,AZ,62,3.56,62.9,0.1129,0.2419,-0.0323,-0.0968,0.0484,0.0968
Pima Heart & Vascular,Tucson,AZ,40,2.15,25.0,-0.55,-0.05,-0.325,-0.25,-0.225,-0.35
Pima Pain Center - Central,Tucson,AZ,51,2.53,35.29,-0.2941,-0.1569,-0.2549,-0.1765,-0.3725,-0.1373
Pinecone Pediatrics,Reno,NV,29,3.83,68.97,0.3793,0.1379,0.0345,0.1034,0.1379,0.2414
Pinelands OB/GYN,Lumberton,NJ,25,1.88,16.0,-0.44,-0.24,0.08,-0.32,-0.28,-0.32
Pinnacle Wellness Spa,Reno,NV,21,4.48,85.71,0.3333,0.2381,0.0,0.2381,0.1905,0.5714
Pitts Orthodontics,Reno,NV,36,4.69,91.67,0.3611,0.5833,0.1667,0.25,0.1389,0.4444
Pivotal Touch Healing,Brentwood,TN,58,5.0,100.0,0.2241,0.0862,0.0172,0.1207,0.1724,0.0517
Planet Beach - Uptown,New Orleans,LA,83,3.65,65.06,0.0482,0.2771,-0.1325,-0.0241,-0.0843,0.0723
Planet Fitness,Jenkintown,PA,40,3.45,70.0,-0.025,0.225,0.125,0.2,0.0,0.4
Planet Fitness,Overland,MO,37,3.76,70.27,0.1081,0.4054,-0.027,0.1351,-0.0541,0.4865
Planet Fitness,Philadelphia,PA,51,3.55,58.82,-0.0392,0.2353,0.0196,0.0784,-0.098,0.3529
Planet Fitness,St. Petersburg,FL,41,3.51,60.98,-0.0488,0.2195,-0.0244,0.0976,-0.122,0.2927
Planet Fitness,Wilmington,DE,57,2.25,22.81,-0.0702,-0.2632,-0.1053,-0.1579,-0.1053,-0.1228
Planned Parenthood - Elizabeth Blackwell Health Center,Philadelphia,PA,37,2.22,21.62,-0.2703,-0.2703,-0.2432,-0.3514,-0.2973,-0.1351
Planned Parenthood - FifthStreet Health Center,Reno,NV,21,3.29,52.38,0.0476,0.0476,-0.0952,-0.0476,0.0476,0.0
Planned Parenthood - New Orleans Health Center,New Orleans,LA,22,4.14,72.73,0.4091,0.5455,0.2273,0.2727,0.2727,0.1364
Planned Parenthood - Santa Barbara Health Center,Santa Barbara,CA,39,2.82,38.46,-0.1026,0.0,-0.0513,-0.1538,-0.1282,-0.0769
Planned Parenthood - Southern Arizona Regional Health Center,Tucson,AZ,42,2.21,26.19,-0.1905,-0.1905,-0.1429,-0.3571,-0.1667,-0.2619
Planned Parenthood - Tampa Health Center,Tampa,FL,35,2.77,42.86,-0.0857,-0.0857,-0.0857,-0.1143,-0.2,-0.0857
Plymouth Meeting Family Medicine,Plymouth Meeting,PA,37,2.0,18.92,-0.5135,-0.5676,-0.0541,-0.3243,-0.3243,-0.5946
Polished Nails & Spa,Saint Louis,MO,80,3.12,47.5,0.025,0.0375,-0.05,-0.0625,-0.0875,0.0625
Pool & Spa Depot,Brentwood,TN,87,2.43,35.63,-0.0805,0.0575,-0.1034,-0.1264,-0.2069,-0.0805
Poole Dermatology,Metairie,LA,23,3.3,52.17,0.1304,0.1304,0.0,0.0,0.0435,-0.0435
Posh Medical Spa,Reno,NV,99,4.49,87.88,0.101,0.3333,0.0404,0.101,0.1919,0.0909
Posh Nail Studio,Philadelphia,PA,41,3.12,58.54,0.122,0.0244,0.0,-0.0488,-0.122,0.122
Poshe Day Spa & Nails,Saint Petersburg,FL,53,3.28,56.6,0.0,0.3019,0.0755,0.0377,-0.0755,0.0755
Pottstown Hospital,Pottstown,PA,24,2.25,25.0,-0.1667,-0.125,-0.2917,-0.25,-0.2917,-0.0833
Power Chiropractic and Wellness,Nashville,TN,22,4.82,95.45,0.5909,0.6364,0.0909,0.1364,0.2727,0.3636
Power Health,Reno,NV,22,4.59,90.91,0.5,0.4545,0.0909,0.0909,0.2727,0.1364
Power of Your Om,Santa Barbara,CA,78,4.55,89.74,-0.0128,0.1795,0.0,0.0385,0.0385,0.1538
PowerBack Rehabilitation,Voorhees,NJ,21,2.33,33.33,-0.2857,-0.2857,-0.3333,-0.2857,-0.1429,-0.0952
Powerback Rehabilitation Moorestown,Moorestown,NJ,32,1.47,12.5,-0.5938,-0.5938,-0.3438,-0.25,-0.3438,-0.5312
Powerhouse Gym Athletic  Club,Tampa,FL,35,3.4,57.14,-0.0286,0.0857,0.0,0.0286,-0.1143,0.2286
Precise Dental,Tucson,AZ,47,4.77,93.62,0.1064,0.6383,0.2766,0.1489,0.2553,0.5106
Preferred Home Care,Reno,NV,23,2.17,26.09,-0.3478,-0.2174,-0.2609,-0.2174,-0.2174,-0.2174
Preferred Homecare,Tucson,AZ,32,1.47,12.5,-0.4688,-0.2812,-0.2812,-0.2812,-0.4375,-0.25
Premier Dentistry of Philadelphia,Philadelphia,PA,24,4.17,79.17,0.25,0.5417,0.0,0.0417,0.2917,0.4583
Premier Dermatology & Cosmetic Surgery,Newark,DE,20,2.25,30.0,-0.4,-0.3,-0.1,-0.15,-0.25,-0.3
Premier Physical Therapy & Sports Performance,Reno,NV,20,4.9,95.0,0.45,0.7,0.0,0.2,0.2,0.3
Premiere Center for Cosmetic Surgery,Tampa,FL,101,3.41,59.41,0.0,0.2673,0.0,0.0099,0.0792,0.0495
Prestige Fitness,Tucson,AZ,97,4.37,85.57,0.1753,0.3608,0.0619,0.1649,0.1959,0.3299
Primal Performance Spine and Sport,Saint Petersburg,FL,24,4.83,95.83,0.7083,0.1667,0.0,0.0,0.375,0.125
Primary Eye Care,New Orleans,LA,26,4.5,84.62,0.3462,0.7308,0.1538,0.1154,0.0769,0.2692
Primary Health Medical Group Broadway,Boise,ID,29,2.72,37.93,-0.1724,-0.1034,0.0345,-0.1379,-0.3103,-0.2069
Primary Health Medical Group State Street,Boise,ID,21,2.52,38.1,-0.2381,-0.2381,-0.1905,-0.1905,-0.3333,-0.0952
Prime Fitness RX,New Orleans,LA,32,4.5,87.5,0.1562,0.4062,0.0312,0.0625,0.0625,0.5938
Pritchett Eye Care Associates,Reno,NV,83,2.64,39.76,-0.0602,-0.0241,-0.1807,-0.1928,-0.1084,-0.012
Pritchett Eye Care Associates,Sparks,NV,35,2.37,31.43,-0.1143,-0.0571,-0.2571,-0.2571,-0.1714,-0.0571
ProActive Physical Therapy,Tucson,AZ,25,4.6,92.0,0.4,0.56,0.12,0.2,0.32,0.28
Professional Urgent Care Services,St. Petersburg,FL,32,4.19,81.25,0.5,0.6562,0.0312,0.2188,0.0938,0.4375
Prospinal,Reno,NV,33,3.64,66.67,0.1515,0.1515,0.0303,0.0606,0.0,0.2121
Provider Plus,Saint Louis,MO,35,1.71,17.14,-0.3429,-0.2857,-0.4,-0.2,-0.2857,-0.3714
Psychic Medium Valentina,Clearwater,FL,55,4.78,94.55,0.1273,0.1818,0.0182,0.1818,0.2182,0.0182
Publix,St. Petersburg,FL,68,2.62,36.76,-0.0294,-0.0882,-0.0147,-0.1471,-0.1324,-0.0147
Publix,Tampa,FL,23,3.17,43.48,-0.087,-0.087,-0.087,0.0,0.0,0.0435
Puccini's Pizza Pasta - Fishers,Fishers,IN,144,3.67,65.28,-0.0069,0.1319,0.0347,0.1111,-0.0278,0.0625
Pueblo Radiology Medical Group,Santa Barbara,CA,85,3.74,64.71,0.0941,0.3294,-0.1294,0.0118,-0.0118,0.0235
Purposeful Living Healing Center,Reno,NV,24,5.0,100.0,0.0833,0.0833,0.0417,0.25,0.125,0.0
Qilosophy,Tucson,AZ,20,4.9,95.0,0.25,0.3,0.2,0.1,0.05,0.15
Qin Zhang Massage Therapy,St. Petersburg,FL,28,4.82,96.43,0.0714,0.3214,0.1429,0.1429,0.0357,0.1786
Quail Surgical & Pain Management,Reno,NV,23,4.43,86.96,0.4348,0.6957,0.1304,0.1739,0.2174,0.3913
Quaker City Dental,Philadelphia,PA,24,4.71,95.83,0.25,0.625,0.0833,0.125,0.0833,0.5417
Quality Of Life Medical & Research Center,Tucson,AZ,26,1.77,15.38,-0.3846,-0.4615,-0.3462,-0.3462,-0.3462,-0.5769
Quest Chiropractic,Philadelphia,PA,37,4.41,83.78,0.2703,0.2973,0.1351,0.1351,0.2973,0.1351
Quest Chiropractic of Ambler,Ambler,PA,23,4.57,86.96,0.2609,0.2174,0.087,0.1304,0.2609,0.1739
Quest Diagnostics,Palm Harbor,FL,26,3.31,61.54,0.1538,0.1154,0.0385,0.1923,-0.0385,0.2308
Quest Diagnostics,Philadelphia,PA,50,2.02,20.0,0.02,-0.36,-0.02,-0.26,-0.08,-0.18
Quest Diagnostics,Reno,NV,56,2.61,37.5,-0.0714,-0.0536,0.0,-0.125,-0.125,0.0179
Quest Diagnostics,Sparks,NV,31,2.0,22.58,-0.1613,-0.2258,-0.129,-0.2581,-0.2258,-0.0323
Quest Diagnostics,St Petersburg,FL,24,3.08,50.0,-0.0417,0.0,-0.0417,0.125,-0.1667,-0.0417
Quest Diagnostics,Tampa,FL,55,2.38,30.91,-0.0909,-0.1455,-0.0364,-0.1636,-0.1455,-0.0182
Quest Diagnostics,Wesley Chapel,FL,22,2.77,40.91,-0.1364,-0.0909,-0.1818,-0.1818,-0.1364,-0.0455
Qui Si Bella Spa,Santa Barbara,CA,127,3.35,55.91,0.0866,0.1102,-0.1024,-0.0236,-0.0945,0.0236
REN Dermatology and Laser Center,Franklin,TN,25,3.72,60.0,0.04,0.32,0.08,0.0,0.0,0.12
RISE Dispensaries - Spanish Springs,Spanish Springs,NV,21,3.05,42.86,-0.0476,0.2381,0.0476,-0.0476,0.0,0.0
ROC Express Urgent Care for Bones & Joints,Reno,NV,53,3.57,62.26,0.3019,0.2642,-0.0755,-0.0943,0.0943,0.0755
"Raad Taki, MD",Tucson,AZ,25,3.6,64.0,-0.12,0.32,-0.12,-0.12,0.08,-0.04
RachelLauren Massage,New Orleans,LA,36,5.0,100.0,0.0556,0.2222,0.0278,0.1111,0.0833,0.1667
Radiology Ltd,Tucson,AZ,43,3.05,53.49,-0.0698,0.1395,-0.1163,0.0465,-0.0233,0.0
Radiology Ltd – La Cholla,Tucson,AZ,29,2.97,48.28,-0.2414,-0.069,-0.1379,-0.0345,-0.1034,-0.1034
Ralston Family Physicians,Reno,NV,68,2.79,44.12,0.0441,-0.1029,-0.1471,-0.25,-0.1324,-0.1765
Ralston Massage Center,Reno,NV,40,4.68,92.5,0.1,0.2,0.275,0.15,0.175,0.225
Rangeline Chiropractic,Carmel,IN,23,4.26,82.61,0.2609,0.3478,-0.0435,-0.0435,0.087,0.2174
Rapid Recovery Hydration Solutions,Reno,CA,37,5.0,100.0,0.3243,0.5405,0.0,0.1081,0.1622,0.1622
Rapid Urgent Care - Metairie,Metairie,LA,31,3.19,54.84,0.129,0.0968,-0.0323,0.0968,-0.0645,-0.0323
Rapunzel's Salon & Spa,Lansdale,PA,84,3.86,69.05,0.0357,0.2857,0.0833,0.1071,-0.0119,0.0952
Rashti Women's Care,Santa Barbara,CA,43,3.88,72.09,0.3256,0.3488,-0.0465,0.0465,0.2326,0.0698
ReLet's Foot SPA,Philadelphia,PA,73,4.14,76.71,-0.0274,0.1781,0.2603,0.0,-0.0137,0.2192
Reach Sports Physiotherapy + Hand Clinic,Edmonton,AB,45,4.11,80.0,0.0,0.4,0.3111,0.1778,0.0889,0.3333
Readings With Rose,Palm Harbor,FL,41,4.78,95.12,0.0732,0.1951,-0.0244,0.1951,0.439,0.0244
"Rebecca Downie, DDS",Tampa,FL,47,4.98,100.0,0.4681,0.617,0.234,0.1915,0.1277,0.6809
Rebecca Gay Doula CBE CLC,Tampa,FL,33,4.88,96.97,0.3939,0.3333,0.0303,0.2727,0.4848,0.0909
Recharge Spa,Philadelphia,PA,33,3.3,57.58,-0.0303,0.1212,0.2121,-0.0303,-0.1818,0.1212
Red Bamboo Medi-Spa,Clearwater,FL,29,3.69,65.52,0.069,0.2759,-0.069,0.1724,0.0345,0.0
Red Mountain Weight Loss,Tucson,AZ,65,3.86,72.31,0.2615,0.3846,0.0154,0.0615,0.0462,0.1692
Reef Dispensaries,Sparks,NV,38,3.53,60.53,0.0526,0.1842,-0.0263,-0.0526,0.0789,0.0789
Reef Dispensaries,Sun Valley,NV,33,3.73,69.7,0.0,0.303,0.0606,0.0303,0.0303,0.0303
Reflections Therapeutic Massage,Clearwater,FL,27,4.56,92.59,0.1481,0.2963,0.037,0.0741,0.1481,0.3333
Reflexions,Indianapolis,IN,29,4.97,100.0,0.3793,0.3448,0.2069,0.2069,0.3448,0.4138
