business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score,stars_norm,sentiment_norm,reviews_norm,positive_aspects,negative_penalty,recommendation_score,recommendation_percentile,evidence_strength,doctor_vs_peer,staff_vs_peer,billing_vs_peer,wait_vs_peer,communication_vs_peer,cleanliness_vs_peer,stars_vs_peer,positive_ratio_vs_peer
Asia Nail 2 & Spa,Philadelphia,PA,27,3.67,66.67,0.0,0.4074,-0.0741,0.0,-0.1111,0.2963,0.667499999833125,0.6667000000000001,0.0119453924914471,0.14815,0.0,39.83,50.2,Low,-0.0737,0.2115,-0.0557,-0.0023,-0.1157,0.2061,0.0826,3.3231
North Penn Endodontics,Lansdale,PA,21,3.67,66.67,0.1905,0.3333,0.0476,0.0952,0.1905,0.0476,0.667499999833125,0.6667000000000001,0.0017064846416353,0.190475,0.0714,39.81,50.15,Low,0.1168,0.1374,0.066,0.0929,0.1859,-0.0426,0.0826,3.3231
Drexel Recreation Center,Philadelphia,PA,29,3.72,68.97,0.0,0.069,-0.0345,0.1034,0.0,0.4138,0.67999999983,0.6897,0.0153583617747178,0.1207,0.0517,39.77,50.11,Low,-0.0737,-0.1269,-0.0161,0.1011,-0.0046,0.3236,0.1326,5.6231
Updegraff Laser Vision,St. Petersburg,FL,40,3.8,65.0,0.125,0.325,0.05,0.225,0.125,0.1,0.6999999998249999,0.65,0.0341296928327062,0.1687499999999999,0.1375,39.76,50.07,Medium,0.0513,0.1291,0.0684,0.2227,0.1204,0.0098,0.2126,1.6531
Eye Candy Vision,Philadelphia,PA,20,3.9,70.0,0.15,0.4,0.25,-0.1,-0.1,-0.1,0.72499999981875,0.7,0.0,0.0875,0.125,39.75,50.02,Low,0.0763,0.2041,0.2684,-0.1023,-0.1046,-0.1902,0.3126,6.6531
My Women's Center,Reno Sparks,NV,39,3.67,66.67,0.2821,0.2564,-0.1282,0.1282,-0.0256,0.1282,0.667499999833125,0.6667000000000001,0.0324232081910709,0.160275,0.0641,39.74,49.98,Low,0.2084,0.0605,-0.1098,0.1259,-0.0302,0.038,0.0826,3.3231
Body & Soul Massage,Tampa,FL,23,3.87,69.57,-0.087,0.1739,0.0435,-0.087,-0.0435,0.1304,0.7174999998206251,0.6957,0.0051194539249059,0.04345,0.02175,39.65,49.93,Low,-0.1607,-0.022,0.0619,-0.0893,-0.0481,0.0402,0.2826,6.2231
Natural Grocers,Tucson,AZ,26,3.88,69.23,0.0,0.3462,0.3462,-0.0385,0.0385,0.0769,0.71999999982,0.6923,0.0102389078498118,0.1154,0.1731,39.64,49.85,Low,-0.0737,0.1503,0.3646,-0.0408,0.0339,-0.0133,0.2926,5.8831
Club La Maison Health & Fitness Complex,Wayne,PA,40,3.7,62.5,0.025,0.4,-0.025,0.025,0.0,0.25,0.67499999983125,0.625,0.0341296928327062,0.16875,0.0125,39.64,49.85,Medium,-0.0487,0.2041,-0.0066,0.0227,-0.0046,0.1598,0.1126,-0.8469
DeLozier Cosmetic Surgery Center,Nashville,TN,21,3.71,66.67,0.1429,0.381,-0.1429,-0.0476,0.1905,-0.1905,0.677499999830625,0.6667000000000001,0.0017064846416353,0.130975,0.0,39.64,49.85,Low,0.0692,0.1851,-0.1245,-0.0499,0.1859,-0.2807,0.1226,3.3231
Reef Dispensaries,Sun Valley,NV,33,3.73,69.7,0.0,0.303,0.0606,0.0303,0.0303,0.0303,0.682499999829375,0.6970000000000001,0.022184300341259,0.0909,0.04545,39.6,49.76,Low,-0.0737,0.1071,0.079,0.028,0.0257,-0.0599,0.1426,6.3531
Puccini's Pizza Pasta - Fishers,Fishers,IN,144,3.67,65.28,-0.0069,0.1319,0.0347,0.1111,-0.0278,0.0625,0.667499999833125,0.6528,0.2116040955627788,0.0399249999999999,0.0729,39.59,49.72,High,-0.0806,-0.064,0.0531,0.1088,-0.0324,-0.0277,0.0826,1.9331
Massage Envy - Clearwater,Clearwater,FL,39,3.62,69.23,0.0,0.2821,-0.0513,-0.0256,0.0,0.1282,0.65499999983625,0.6923,0.0324232081910709,0.102575,0.0,39.5,49.65,Low,-0.0737,0.0862,-0.0329,-0.0279,-0.0046,0.038,0.0326,5.8831
Wink iBoutique Lash & Brow Bar,Clayton,MO,30,3.83,70.0,0.0333,0.1,-0.1,-0.0333,-0.1,0.0667,0.7074999998231251,0.7,0.0170648464163531,0.0249999999999999,0.0,39.48,49.57,Low,-0.0404,-0.0959,-0.0816,-0.0356,-0.1046,-0.0235,0.2426,6.6531
Great Basin Orthopaedic,Reno,NV,62,3.68,64.52,0.1129,0.2903,-0.0484,0.0161,-0.0161,0.0645,0.6699999998325,0.6452,0.0716723549486831,0.1129,0.00805,39.48,49.57,Medium,0.0392,0.0944,-0.03,0.0138,-0.0207,-0.0257,0.0926,1.1731
Advanced Vision Care and Dry Eye Spa,Tucson,AZ,55,3.55,67.27,0.1091,0.3636,0.0182,0.0,-0.0545,0.1273,0.637499999840625,0.6727,0.0597269624572359,0.136375,0.0091,39.47,49.5,Medium,0.0354,0.1677,0.0366,-0.0023,-0.0591,0.0371,-0.0374,3.9231
GrowHealthy - Brandon,Brandon,FL,36,3.81,66.67,0.0278,0.25,0.0556,0.0,-0.0278,0.0556,0.702499999824375,0.6667000000000001,0.027303754266165,0.0764,0.0278,39.4,49.37,Low,-0.0459,0.0541,0.074,-0.0023,-0.0324,-0.0346,0.2226,3.3231
Designer Eyes,Philadelphia,PA,35,3.74,68.57,0.0857,0.3143,0.1714,-0.1143,0.0,0.0286,0.68499999982875,0.6857,0.0255972696245296,0.10715,0.0857,39.36,49.31,Low,0.012,0.1184,0.1898,-0.1166,-0.0046,-0.0616,0.1526,5.2231
ROC Express Urgent Care for Bones & Joints,Reno,NV,53,3.57,62.26,0.3019,0.2642,-0.0755,-0.0943,0.0943,0.0755,0.642499999839375,0.6225999999999999,0.0563139931739653,0.183975,0.0,39.36,49.31,Medium,0.2282,0.0683,-0.0571,-0.0966,0.0897,-0.0147,-0.0174,-1.0869
Planet Beach - Uptown,New Orleans,LA,83,3.65,65.06,0.0482,0.2771,-0.1325,-0.0241,-0.0843,0.0723,0.662499999834375,0.6506000000000001,0.1075085324230247,0.078325,0.0,39.32,49.24,Medium,-0.0255,0.0812,-0.1141,-0.0264,-0.0889,-0.0179,0.0626,1.7131
Spa Evangeline,Tampa,FL,41,3.73,63.41,0.1951,0.122,-0.1707,0.0488,-0.0244,0.2439,0.682499999829375,0.6341,0.0358361774743415,0.13415,0.0244,39.3,49.2,Medium,0.1214,-0.0739,-0.1523,0.0465,-0.029,0.1537,0.1426,0.0631
Harmony Spa,Newark,DE,47,3.72,70.21,-0.0213,0.1277,0.0,0.0,-0.0638,0.0851,0.67999999983,0.7021,0.0460750853241534,0.031925,0.0,39.28,49.15,Medium,-0.095,-0.0682,0.0184,-0.0023,-0.0684,-0.0051,0.1326,6.8631
Broadway Smiles Dentistry and Orthodontics,Tucson,AZ,34,3.62,61.76,0.2647,0.2353,0.0882,0.0,0.1471,0.2059,0.65499999983625,0.6175999999999999,0.0238907849828943,0.21325,0.0441,39.27,49.11,Low,0.191,0.0394,0.1066,-0.0023,0.1425,0.1157,0.0326,-1.5869
The Garden Medical Spa,Voorhees Township,NJ,21,3.86,66.67,0.0,0.2381,-0.1905,0.0,-0.0476,0.0,0.71499999982125,0.6667000000000001,0.0017064846416353,0.047625,0.0,39.1,49.02,Low,-0.0737,0.0422,-0.1721,-0.0023,-0.0522,-0.0902,0.2726,3.3231
Smith's,Reno,NV,148,3.56,61.49,0.0203,0.2432,0.1689,0.0405,0.0,0.1892,0.63999999984,0.6149,0.21843003412932,0.113175,0.1047,39.07,48.98,High,-0.0534,0.0473,0.1873,0.0382,-0.0046,0.099,-0.0274,-1.8569
Massage Envy - Brandon,Brandon,FL,36,3.78,63.89,0.1389,0.1667,-0.0556,0.0278,0.0556,0.0278,0.6949999998262499,0.6389,0.027303754266165,0.0972499999999999,0.0139,39.04,48.91,Low,0.0652,-0.0292,-0.0372,0.0255,0.051,-0.0624,0.1926,0.5431
Dr Reeferalz,Tucson,AZ,40,3.65,65.0,0.15,0.2,0.05,0.0,0.0,0.175,0.662499999834375,0.65,0.0341296928327062,0.1312499999999999,0.025,39.01,48.85,Medium,0.0763,0.0041,0.0684,-0.0023,-0.0046,0.0848,0.0626,1.6531
Save-On-Foods,Edmonton,AB,34,3.76,73.53,0.0,0.2647,0.2353,0.1176,-0.0294,0.0294,0.6899999998274999,0.7353000000000001,0.0238907849828943,0.066175,0.17645,39.0,48.81,Low,-0.0737,0.0688,0.2537,0.1153,-0.034,-0.0608,0.1726,10.1831
The Joint Chiropractic,Tucson,AZ,120,3.55,62.5,0.15,0.2,0.025,0.075,0.05,0.0333,0.637499999840625,0.625,0.1706484641635313,0.1083249999999999,0.05,38.98,48.76,High,0.0763,0.0041,0.0434,0.0727,0.0454,-0.0569,-0.0374,-0.8469
Exceptional Dental of Mid City,New Orleans,LA,37,3.65,64.86,0.1081,0.2703,0.0,0.0,-0.027,0.1351,0.662499999834375,0.6486,0.0290102389078003,0.1216249999999999,0.0,38.96,48.72,Low,0.0344,0.0744,0.0184,-0.0023,-0.0316,0.0449,0.0626,1.5131
Skin Cancer & Dermatology Institute,Reno,NV,97,3.56,59.79,0.1856,0.2474,-0.0825,-0.0103,0.0309,0.1031,0.63999999984,0.5979,0.1313993174059191,0.14175,0.0,38.95,48.68,Medium,0.1119,0.0515,-0.0641,-0.0126,0.0263,0.0129,-0.0274,-3.5569
Chung Dam Spa & Fitness,Cheltenham,PA,104,3.66,64.42,0.0673,0.0673,0.1154,0.1346,-0.0192,0.2788,0.66499999983375,0.6442,0.1433447098973663,0.09855,0.125,38.93,48.63,High,-0.0064,-0.1286,0.1338,0.1323,-0.0238,0.1886,0.0726,1.0731
Sierra Compounding Pharmacy,Reno,NV,23,3.57,65.22,0.0435,0.4348,-0.0435,0.0,0.0435,0.1304,0.642499999839375,0.6522,0.0051194539249059,0.16305,0.0,38.92,48.57,Low,-0.0302,0.2389,-0.0251,-0.0023,0.0389,0.0402,-0.0174,1.8731
Prospinal,Reno,NV,33,3.64,66.67,0.1515,0.1515,0.0303,0.0606,0.0,0.2121,0.659999999835,0.6667000000000001,0.022184300341259,0.128775,0.04545,38.92,48.57,Low,0.0778,-0.0444,0.0487,0.0583,-0.0046,0.1219,0.0526,3.3231
Dentists of Tucson,Tucson,AZ,24,3.67,62.5,0.0833,0.4583,-0.125,0.0,-0.0417,0.125,0.667499999833125,0.625,0.0068259385665412,0.156225,0.0,38.88,48.48,Low,0.0096,0.2624,-0.1066,-0.0023,-0.0463,0.0348,0.0826,-0.8469
Lee's Store,Tucson,AZ,29,3.9,68.97,0.0345,0.2069,0.2759,0.069,0.0345,0.0,0.72499999981875,0.6897,0.0153583617747178,0.068975,0.17245,38.88,48.48,Low,-0.0392,0.011,0.2943,0.0667,0.0299,-0.0902,0.3126,5.6231
"Jay Harry Hoffman, DDS",Philadelphia,PA,30,3.7,66.67,0.0333,0.2,-0.0333,0.1,-0.0333,0.2333,0.67499999983125,0.6667000000000001,0.0170648464163531,0.108325,0.05,38.84,48.42,Low,-0.0404,0.0041,-0.0149,0.0977,-0.0379,0.1431,0.1126,3.3231
In & Out Urgent Care -New Orleans,New Orleans,LA,47,3.6,65.96,0.1915,0.2553,0.0,0.1489,0.0213,0.1064,0.6499999998375,0.6596,0.0460750853241534,0.143625,0.07445,38.81,48.37,Medium,0.1178,0.0594,0.0184,0.1466,0.0167,0.0162,0.0126,2.6131
Dentists On The Square,Philadelphia,PA,47,3.64,63.83,0.0851,0.2553,-0.0851,0.0426,0.1064,0.0638,0.659999999835,0.6383,0.0460750853241534,0.12765,0.0213,38.79,48.28,Medium,0.0114,0.0594,-0.0667,0.0403,0.1018,-0.0264,0.0526,0.4831
Elements Massage - Boise,Boise,ID,26,3.69,65.38,0.0,0.3462,-0.1538,-0.0385,0.0,0.0769,0.672499999831875,0.6537999999999999,0.0102389078498118,0.105775,0.0,38.79,48.28,Low,-0.0737,0.1503,-0.1354,-0.0408,-0.0046,-0.0133,0.1026,2.0331
Afton Family Dental,Philadelphia,PA,27,3.63,66.67,0.2222,0.2593,0.0741,0.2222,0.037,0.2222,0.657499999835625,0.6667000000000001,0.0119453924914471,0.1851749999999999,0.14815,38.79,48.28,Low,0.1485,0.0634,0.0925,0.2199,0.0324,0.132,0.0426,3.3231
DocMJ,Clearwater,FL,34,3.65,64.71,0.2941,0.0588,0.0,0.0588,0.1471,0.0294,0.662499999834375,0.6470999999999999,0.0238907849828943,0.13235,0.0294,38.76,48.2,Low,0.2204,-0.1371,0.0184,0.0565,0.1425,-0.0608,0.0626,1.3631
VF Nail Bar & Spa,King of Prussia,PA,29,3.76,68.97,0.0345,0.1379,0.0345,0.1034,0.0,0.069,0.6899999998274999,0.6897,0.0153583617747178,0.06035,0.06895,38.69,48.13,Low,-0.0392,-0.058,0.0529,0.1011,-0.0046,-0.0212,0.1726,5.6231
Massage Essence,Reno,NV,68,3.74,66.18,0.0441,0.1176,0.0882,0.0588,-0.0147,0.0735,0.68499999982875,0.6618,0.081911262798495,0.055125,0.0735,38.69,48.13,Medium,-0.0296,-0.0783,0.1066,0.0565,-0.0193,-0.0167,0.1526,2.8331
"Ryu K Richard, MD",Santa Barbara,CA,31,3.71,67.74,0.0323,0.1935,0.0323,0.129,0.0968,0.0645,0.677499999830625,0.6774,0.0187713310579884,0.096775,0.08065,38.67,48.05,Low,-0.0414,-0.0024,0.0507,0.1267,0.0922,-0.0257,0.1226,4.3931
Creve Coeur Urgent Care,Creve Coeur,MO,29,3.62,62.07,0.3103,0.2414,-0.0345,-0.0345,0.0345,0.069,0.65499999983625,0.6207,0.0153583617747178,0.1638,0.0,38.67,48.05,Low,0.2366,0.0455,-0.0161,-0.0368,0.0299,-0.0212,0.0326,-1.2769
Clarkson Eyecare,Brentwood,MO,33,3.7,63.64,0.2121,0.2121,-0.1212,-0.0606,0.0,0.0,0.67499999983125,0.6364,0.022184300341259,0.10605,0.0,38.61,47.98,Low,0.1384,0.0162,-0.1028,-0.0629,-0.0046,-0.0902,0.1126,0.2931
Pima Dermatology,Tucson,AZ,62,3.56,62.9,0.1129,0.2419,-0.0323,-0.0968,0.0484,0.0968,0.63999999984,0.629,0.0716723549486831,0.125,0.0,38.5,47.94,Medium,0.0392,0.046,-0.0139,-0.0991,0.0438,0.0066,-0.0274,-0.4469
AFC Urgent Care,Phoenixville,PA,25,3.68,64.0,0.28,0.36,0.12,0.16,0.0,0.08,0.6699999998325,0.64,0.0085324232081765,0.18,0.14,38.43,47.89,Low,0.2063,0.1641,0.1384,0.1577,-0.0046,-0.0102,0.0926,0.6531
HealthySkin Medical & Cosmetic Dermatology,Tucson,AZ,53,3.62,64.15,0.1132,0.2075,-0.1321,0.0566,0.0,0.1132,0.65499999983625,0.6415000000000001,0.0563139931739653,0.1084749999999999,0.0283,38.42,47.85,Medium,0.0395,0.0116,-0.1137,0.0543,-0.0046,0.023,0.0326,0.8031
AZ Core Nutrition,Tucson,AZ,22,3.68,68.18,0.0455,0.3636,0.1364,0.0455,0.0909,-0.0909,0.6699999998325,0.6818000000000001,0.0034129692832706,0.1022749999999999,0.09095,38.33,47.81,Low,-0.0282,0.1677,0.1548,0.0432,0.0863,-0.1811,0.0926,4.8331
The Sporting Club at the Bellevue,Philadelphia,PA,150,3.54,62.0,0.0,0.12,0.0333,0.18,-0.0733,0.2533,0.63499999984125,0.62,0.2218430034125907,0.075,0.10665,38.31,47.76,High,-0.0737,-0.0759,0.0517,0.1777,-0.0779,0.1631,-0.0474,-1.3469
Mei Fitness - Fishers,Fishers,IN,24,3.5,62.5,0.0,0.375,-0.125,0.0,-0.0417,0.4167,0.62499999984375,0.625,0.0068259385665412,0.1875,0.0,38.23,47.72,Low,-0.0737,0.1791,-0.1066,-0.0023,-0.0463,0.3265,-0.0874,-0.8469
Meridian Medica,Philadelphia,PA,31,3.65,67.74,0.1613,0.2258,0.2903,0.2581,0.0645,0.3226,0.662499999834375,0.6774,0.0187713310579884,0.19355,0.2742,38.22,47.68,Low,0.0876,0.0299,0.3087,0.2558,0.0599,0.2324,0.0626,4.3931
Eyecare Plus - Cool Springs,Franklin,TN,24,3.58,66.67,0.25,0.25,0.0417,0.125,0.0,0.0833,0.64499999983875,0.6667000000000001,0.0068259385665412,0.145825,0.08335,38.2,47.63,Low,0.1763,0.0541,0.0601,0.1227,-0.0046,-0.0069,-0.0074,3.3231
Shanti Medical Spa,Philadelphia,PA,48,3.69,64.58,0.0208,0.1458,0.0625,0.0833,0.0833,0.125,0.672499999831875,0.6457999999999999,0.0477815699657887,0.093725,0.0728999999999999,38.18,47.59,Medium,-0.0529,-0.0501,0.0809,0.081,0.0787,0.0348,0.1026,1.2331
Foot Euphoria,Indianapolis,IN,32,3.69,68.75,0.125,0.0938,0.1562,-0.0312,-0.0312,0.0625,0.672499999831875,0.6875,0.0204778156996237,0.062525,0.0781,38.14,47.55,Low,0.0513,-0.1021,0.1746,-0.0335,-0.0358,-0.0277,0.1026,5.4031
Alta Orthopaedics,Santa Barbara,CA,71,3.58,61.97,0.1268,0.1408,-0.0423,-0.0563,0.0845,0.0423,0.64499999983875,0.6197,0.0870307167234009,0.0986,0.0,38.12,47.5,Medium,0.0531,-0.0551,-0.0239,-0.0586,0.0799,-0.0479,-0.0074,-1.3769
Dermatology and Skin Cancer Institute,Lansdale,PA,22,3.68,63.64,0.1364,0.3182,-0.2273,0.0455,-0.1818,0.1818,0.6699999998325,0.6364,0.0034129692832706,0.11365,0.02275,38.11,47.46,Low,0.0627,0.1223,-0.2089,0.0432,-0.1864,0.0916,0.0926,0.2931
Happy Feet Foot & Body Massage,Fishers,IN,24,3.62,66.67,0.0,0.2083,0.125,0.0417,0.0,0.2917,0.65499999983625,0.6667000000000001,0.0068259385665412,0.125,0.08335,38.09,47.39,Low,-0.0737,0.0124,0.1434,0.0394,-0.0046,0.2015,0.0326,3.3231
Strella Medical Aesthetics,Lower Gwynedd,PA,37,3.57,64.86,0.1622,0.3243,0.027,-0.1351,-0.0811,0.0541,0.642499999839375,0.6486,0.0290102389078003,0.1148749999999999,0.0135,38.09,47.39,Low,0.0885,0.1284,0.0454,-0.1374,-0.0857,-0.0361,-0.0174,1.5131
Renown Health Urgent Care - Summit Ridge,Reno,NV,42,3.62,61.9,0.2143,0.3095,0.0238,0.2143,0.0476,0.1429,0.65499999983625,0.619,0.0375426621159768,0.178575,0.1190499999999999,38.07,47.33,Medium,0.1406,0.1136,0.0422,0.212,0.043,0.0527,0.0326,-1.4469
Anshul Gambhir MD - Couture,Exton,PA,65,3.46,60.0,0.1385,0.2769,0.0,-0.0308,0.1385,0.1385,0.61499999984625,0.6,0.076791808873589,0.1731,0.0,38.06,47.29,Medium,0.0648,0.081,0.0184,-0.0331,0.1339,0.0483,-0.1274,-3.3469
Advocare Fairmount Pediatrics and Adolescent Medicine,Philadelphia,PA,27,3.7,62.96,0.037,0.1111,0.037,0.2593,0.3333,0.1852,0.67499999983125,0.6296,0.0119453924914471,0.16665,0.1481499999999999,38.02,47.24,Low,-0.0367,-0.0848,0.0554,0.257,0.3287,0.095,0.1126,-0.3869
Nirvana Massage,Exton,PA,24,3.71,66.67,0.0,0.2917,-0.0417,0.0,-0.1667,0.0417,0.677499999830625,0.6667000000000001,0.0068259385665412,0.041675,0.0,37.93,47.2,Low,-0.0737,0.0958,-0.0233,-0.0023,-0.1713,-0.0485,0.1226,3.3231
In and Out Urgent Care - Metairie,Metairie,LA,26,3.62,61.54,0.1923,0.3846,-0.0769,0.1538,0.0,0.1154,0.65499999983625,0.6154,0.0102389078498118,0.1730749999999999,0.0769,37.88,47.13,Low,0.1186,0.1887,-0.0585,0.1515,-0.0046,0.0252,0.0326,-1.8069
Reno Diagnostic Centers,Reno,NV,121,3.53,58.68,0.0744,0.1736,-0.0331,-0.0413,0.0331,0.0496,0.632499999841875,0.5868,0.1723549488051666,0.082675,0.0,37.88,47.13,High,0.0007,-0.0223,-0.0147,-0.0436,0.0285,-0.0406,-0.0574,-4.6669
Elements Massage - Indianapolis North,Indianapolis,IN,20,3.85,65.0,0.0,0.3,0.25,0.25,0.1,0.15,0.7124999998218751,0.65,0.0,0.1375,0.25,37.87,47.05,Low,-0.0737,0.1041,0.2684,0.2477,0.0954,0.0598,0.2626,1.6531
Main Line Health Fitness & Wellness Center,Glen Mills,PA,22,3.77,59.09,0.1364,0.1818,0.0,0.1364,-0.0455,0.3182,0.692499999826875,0.5909,0.0034129692832706,0.147725,0.0682,37.87,47.05,Low,0.0627,-0.0141,0.0184,0.1341,-0.0501,0.228,0.1826,-4.2569
Schnucks - Arsenal,Saint Louis,MO,56,3.59,62.5,-0.0357,0.3214,-0.0179,0.0536,0.0179,0.125,0.647499999838125,0.625,0.0614334470988712,0.10715,0.0268,37.85,46.96,Medium,-0.1094,0.1255,0.0005,0.0513,0.0133,0.0348,0.0026,-0.8469
Jefferson Urgent Care - Washington Square - Jefferson Health 20,Philadelphia,PA,47,3.43,61.7,0.2553,0.383,-0.0851,0.0638,-0.0426,0.1702,0.6074999998481251,0.617,0.0460750853241534,0.191475,0.0319,37.85,46.96,Medium,0.1816,0.1871,-0.0667,0.0615,-0.0472,0.08,-0.1574,-1.6469
Illusion Day Spa ,Glenside,PA,31,3.77,61.29,0.0323,0.1613,0.0,0.0968,0.0645,0.129,0.692499999826875,0.6129,0.0187713310579884,0.096775,0.0484,37.83,46.9,Low,-0.0414,-0.0346,0.0184,0.0945,0.0599,0.0388,0.1826,-2.0569
Red Bamboo Medi-Spa,Clearwater,FL,29,3.69,65.52,0.069,0.2759,-0.069,0.1724,0.0345,0.0,0.672499999831875,0.6552,0.0153583617747178,0.0948499999999999,0.0862,37.82,46.85,Low,-0.0047,0.08,-0.0506,0.1701,0.0299,-0.0902,0.1026,2.1731
Surterra Wellness - Tampa,Tampa,FL,23,3.74,56.52,0.1739,0.3478,0.0,0.087,0.0435,0.1304,0.68499999982875,0.5652,0.0051194539249059,0.1739,0.0435,37.8,46.81,Low,0.1002,0.1519,0.0184,0.0847,0.0389,0.0402,0.1526,-6.8269
Planet Fitness,Jenkintown,PA,40,3.45,70.0,-0.025,0.225,0.125,0.2,0.0,0.4,0.6124999998468751,0.7,0.0341296928327062,0.15,0.1625,37.76,46.77,Medium,-0.0987,0.0291,0.1434,0.1977,-0.0046,0.3098,-0.1374,6.6531
Renown Medical Group - N Hills,Reno,NV,31,3.48,61.29,0.3548,0.2258,-0.0645,0.0968,0.0323,0.1935,0.619999999845,0.6129,0.0187713310579884,0.2016,0.0484,37.75,46.72,Low,0.2811,0.0299,-0.0461,0.0945,0.0277,0.1033,-0.1074,-2.0569
Lemmon Valley Dental Group,Reno,NV,49,3.51,61.22,0.102,0.2857,-0.102,-0.0612,-0.0204,0.2041,0.627499999843125,0.6122,0.049488054607424,0.1428499999999999,0.0,37.73,46.68,Medium,0.0283,0.0898,-0.0836,-0.0635,-0.025,0.1139,-0.0774,-2.1269
Optique,Nashville,TN,27,3.52,62.96,0.2963,0.2593,0.1481,0.1111,0.1852,0.0741,0.6299999998425,0.6296,0.0119453924914471,0.203725,0.1296,37.6,46.63,Low,0.2226,0.0634,0.1665,0.1088,0.1806,-0.0161,-0.0674,-0.3869
Bryn Mawr Hospital Thrift Shop,Bryn Mawr,PA,37,3.81,64.86,0.0,0.2432,0.2973,0.0811,-0.027,0.1351,0.702499999824375,0.6486,0.0290102389078003,0.087825,0.1892,37.59,46.59,Low,-0.0737,0.0473,0.3157,0.0788,-0.0316,0.0449,0.2226,1.5131
Bayfront Health - St. Petersburg,Saint Petersburg,FL,43,3.51,60.47,0.2093,0.2326,0.0233,-0.0233,0.0,0.186,0.627499999843125,0.6047,0.0392491467576122,0.156975,0.01165,37.55,46.55,Medium,0.1356,0.0367,0.0417,-0.0256,-0.0046,0.0958,-0.0774,-2.8769
VA Sierra Nevada Health Care System,Reno,NV,38,3.47,63.16,0.3421,0.2895,0.0789,0.0263,0.0,0.0263,0.6174999998456251,0.6315999999999999,0.0307167235494356,0.1644749999999999,0.0526,37.54,46.48,Low,0.2684,0.0936,0.0973,0.024,-0.0046,-0.0639,-0.1174,-0.1869
Santa Barbara Wine Spa,Santa Barbara,CA,73,3.56,65.75,0.1096,0.0685,-0.0548,0.0959,-0.0822,0.1096,0.63999999984,0.6575,0.0904436860066716,0.051375,0.04795,37.54,46.48,Medium,0.0359,-0.1274,-0.0364,0.0936,-0.0868,0.0194,-0.0274,2.4031
REN Dermatology and Laser Center,Franklin,TN,25,3.72,60.0,0.04,0.32,0.08,0.0,0.0,0.12,0.67999999983,0.6,0.0085324232081765,0.12,0.04,37.53,46.42,Low,-0.0337,0.1241,0.0984,-0.0023,-0.0046,0.0298,0.1326,-3.3469
Silverside Medical Aid Unit,Wilmington,DE,20,3.5,65.0,0.35,0.4,0.1,0.1,-0.05,0.0,0.62499999984375,0.65,0.0,0.175,0.1,37.5,46.37,Low,0.2763,0.2041,0.1184,0.0977,-0.0546,-0.0902,-0.0874,1.6531
LifeWorks Wellness Center,Clearwater,FL,21,3.71,61.9,0.2857,0.1429,-0.0476,0.0,-0.1429,0.0476,0.677499999830625,0.619,0.0017064846416353,0.0833249999999999,0.0,37.49,46.33,Low,0.212,-0.053,-0.0292,-0.0023,-0.1475,-0.0426,0.1226,-1.4469
Renown Health Urgent Care - Damonte Ranch,Reno,NV,44,3.41,61.36,0.2727,0.2727,0.0,0.0909,0.0455,0.1818,0.6024999998493751,0.6136,0.0409556313992475,0.1931749999999999,0.04545,37.44,46.29,Medium,0.199,0.0768,0.0184,0.0886,0.0409,0.0916,-0.1774,-1.9869
Meijer,McCordsville,IN,35,3.57,65.71,-0.0571,0.3429,0.0571,0.2286,0.0,0.2571,0.642499999839375,0.6570999999999999,0.0255972696245296,0.1357249999999999,0.14285,37.37,46.24,Low,-0.1308,0.147,0.0755,0.2263,-0.0046,0.1669,-0.0174,2.3631
The Downtown Dispensary,Tucson,AZ,51,3.49,64.71,0.0392,0.3137,0.1569,-0.0392,0.0392,0.098,0.6224999998443751,0.6470999999999999,0.0529010238906947,0.122525,0.07845,37.31,46.2,Medium,-0.0345,0.1178,0.1753,-0.0415,0.0346,0.0078,-0.0974,1.3631
Eyecare Plus - Green Hills,Nashville,TN,27,3.48,62.96,0.2963,0.3333,-0.1111,-0.037,0.0,-0.0741,0.619999999845,0.6296,0.0119453924914471,0.1388749999999999,0.0,37.3,46.16,Low,0.2226,0.1374,-0.0927,-0.0393,-0.0046,-0.1643,-0.1074,-0.3869
Renew Spa and Wellness,Tampa,FL,42,3.5,61.9,0.0476,0.0952,-0.0952,-0.0476,0.0238,0.3333,0.62499999984375,0.619,0.0375426621159768,0.124975,0.0,37.29,46.09,Medium,-0.0261,-0.1007,-0.0768,-0.0499,0.0192,0.2431,-0.0874,-1.4469
Green Life Spa,Exton,PA,36,3.64,66.67,-0.0278,0.1111,0.0278,-0.0278,-0.0556,0.0833,0.659999999835,0.6667000000000001,0.027303754266165,0.02775,0.0139,37.29,46.09,Low,-0.1015,-0.0848,0.0462,-0.0301,-0.0602,-0.0069,0.0526,3.3231
Health and MedSpa,Oldsmar,FL,22,3.5,63.64,0.1364,0.2273,-0.0909,0.0909,0.0,0.2273,0.62499999984375,0.6364,0.0034129692832706,0.14775,0.04545,37.21,45.98,Low,0.0627,0.0314,-0.0725,0.0886,-0.0046,0.1371,-0.0874,0.2931
